country	1800	1801	1802	1803	1804	1805	1806	1807	1808	1809	1810	1811	1812	1813	1814	1815	1816	1817	1818	1819	1820	1821	1822	1823	1824	1825	1826	1827	1828	1829	1830	1831	1832	1833	1834	1835	1836	1837	1838	1839	1840	1841	1842	1843	1844	1845	1846	1847	1848	1849	1850	1851	1852	1853	1854	1855	1856	1857	1858	1859	1860	1861	1862	1863	1864	1865	1866	1867	1868	1869	1870	1871	1872	1873	1874	1875	1876	1877	1878	1879	1880	1881	1882	1883	1884	1885	1886	1887	1888	1889	1890	1891	1892	1893	1894	1895	1896	1897	1898	1899	1900	1901	1902	1903	1904	1905	1906	1907	1908	1909	1910	1911	1912	1913	1914	1915	1916	1917	1918	1919	1920	1921	1922	1923	1924	1925	1926	1927	1928	1929	1930	1931	1932	1933	1934	1935	1936	1937	1938	1939	1940	1941	1942	1943	1944	1945	1946	1947	1948	1949	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015
Namibia	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229000	229060	229120	229180	229240	229300	229359	229419	229479	229539	229599	229659	229719	229779	229839	229898	229958	230018	230078	230138	230198	230258	230318	230378	230438	230498	230557	230617	230677	230737	230797	230857	230917	230976	231036	231096	231156	231216	231275	231335	231395	231455	231515	231575	231635	231694	231754	231814	231874	231934	231994	232054	232114	232174	232234	232294	232353	232413	232473	232533	232593	232633	232673	232713	232753	232792	232832	232872	232912	232952	232992	237171	241350	245528	249707	253886	258065	262244	266422	270601	274780	280304	285827	291350	296874	302398	307921	313444	318968	324492	330015	345541	361067	376593	392119	407644	423170	438696	454222	469748	485274	486208	487141	488075	489009	489942	490876	491810	492744	493677	494611	495605	496599	497593	498587	499582	500576	501570	502564	503558	504552	505601	506650	507698	508747	509796	510845	511894	512942	513991	515040	516140	517239	518339	519438	520538	521638	522737	523837	524936	526036	527184	528333	529481	530629	531778	532926	534074	535222	536371	537519	538715	539912	541108	542304	543500	544697	545893	547089	548286	549482	931352	1313221	1695091	2076960	2458830
Nepal	3881000	3881000	3881000	3881000	3881000	3881000	3881000	3881000	3881000	3881000	3881000	3884933	3888867	3892800	3896733	3900666	3904600	3908533	3912466	3916400	3920333	3931612	3942891	3954170	3965449	3976728	3988007	3999286	4010565	4021844	4033123	4048820	4064516	4080213	4095909	4111606	4127303	4142999	4158696	4174392	4190089	4206405	4222720	4239036	4255351	4271667	4287983	4304298	4320614	4336929	4353245	4372128	4391012	4409895	4428778	4447662	4466545	4485428	4504311	4523195	4542078	4563283	4584488	4605693	4626898	4648104	4669309	4690514	4711719	4732924	4754129	4779030	4803931	4828832	4853733	4878634	4903534	4928435	4953336	4978237	5003138	5028517	5053895	5079274	5104652	5130031	5155410	5180788	5206167	5231545	5256924	5273180	5289436	5305692	5321948	5338204	5354459	5370715	5386971	5403227	5419483	5447155	5474827	5502499	5530171	5557844	5585516	5613188	5640860	5668532	5696204	5749450	5802697	5855943	5909189	5962436	6015682	6068928	6122174	6175421	6228667	6295702	6362736	6429771	6496805	6563840	6630875	6697909	6764944	6831978	6899013	6973262	7047511	7121761	7196010	7270259	7344508	7418757	7493007	7567256	7641505	7725687	7809868	7894050	7978231	8062413	8146595	8230776	8314958	8399139	8483321	8500747	8518172	8535598	8553023	8570449	8587875	8605300	8622726	8640151	8657577	8674122	8690666	8707210	8723755	8740300	8756844	8773388	8789933	8806478	8823022	8838941	8854861	8870780	8886700	8902619	8918538	8934458	8950377	8966297	8982216	8997728	9013240	9028752	9044264	9059776	9075288	9090800	9106312	9121824	9137336	9152620	9167904	9183187	9198471	9213755	9229039	9244323	9259606	9274890	9290174	9305369	9320564	9335759	9350954	9366148	9381343	9396538	9411733	9426928	9442123	13256438	17070754	20885069	24699385	28513700
Netherlands	2254522	2258425	2262327	2266230	2270132	2274035	2277938	2281840	2285743	2289645	2293548	2304978	2316408	2327838	2339268	2350698	2362127	2373557	2384987	2396417	2407847	2428996	2450144	2471293	2492441	2513590	2534739	2555887	2577036	2598184	2619333	2645419	2671504	2697590	2723676	2749762	2775847	2801933	2828019	2854104	2880190	2904442	2928695	2952947	2977200	3001452	3025704	3049957	3074209	3098462	3122714	3144677	3166640	3188604	3210567	3232530	3254493	3276456	3298420	3320383	3342346	3370371	3398396	3426422	3454447	3482472	3510497	3538522	3566548	3594573	3622598	3662798	3702997	3743197	3783397	3823596	3863796	3903996	3944196	3984395	4024595	4075123	4125651	4176178	4226706	4277234	4327762	4378290	4428817	4479345	4529873	4592189	4654504	4716820	4779136	4841452	4903767	4966083	5028399	5090714	5153030	5229269	5305508	5381748	5457987	5534226	5610465	5686704	5762944	5839183	5915422	6008525	6101628	6194731	6287834	6380938	6474041	6567144	6660247	6753350	6846453	6949313	7052173	7155032	7257892	7360752	7463612	7566472	7669331	7772191	7875051	7973618	8072185	8170752	8269319	8367886	8466454	8565021	8663588	8762155	8860722	8977354	9093987	9210620	9327252	9443884	9560517	9677150	9793782	9910414	10027047	10039214	10051380	10063547	10075714	10087880	10100047	10112214	10124381	10136547	10148714	10161413	10174111	10186810	10199509	10212208	10224906	10237605	10250304	10263002	10275701	10288842	10301982	10315123	10328263	10341404	10354545	10367685	10380826	10393966	10407107	10420621	10434134	10447648	10461162	10474676	10488189	10501703	10515217	10528730	10542244	10556083	10569922	10583760	10597599	10611438	10625277	10639116	10652954	10666793	10680632	10694771	10708909	10723048	10737186	10751325	10765464	10779602	10793741	10807879	10822018	12042600	13263182	14483765	15704347	16924929
New Zealand	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	1e+05	99172	98345	97517	96689	95862	95034	94206	93378	92551	91723	90799	89874	88950	88025	87101	86177	85252	84328	83403	82479	83724	84970	86216	87461	88706	89952	91198	92443	93688	94934	101152	107370	113588	119806	126024	132242	138460	144678	150896	157114	171507	185900	200293	214686	229080	243473	257866	272259	286652	301045	321447	341849	362251	382653	403055	423457	443859	464261	484663	505065	521557	538049	554541	571033	587525	604017	620509	637001	653493	669985	684538	699092	713645	728199	742752	757305	771859	786412	800966	815519	838401	861283	884165	907047	929930	952812	975694	998576	1021458	1044340	1063546	1082751	1101956	1121162	1140368	1159573	1178778	1197984	1217190	1236395	1261949	1287503	1313058	1338612	1364166	1389720	1415274	1440829	1466383	1491937	1505730	1519523	1533317	1547110	1560903	1574696	1588489	1602283	1616076	1629869	1657682	1685495	1713309	1741122	1768935	1796748	1824561	1852375	1880188	1908001	1911981	1915961	1919941	1923921	1927902	1931882	1935862	1939842	1943822	1947802	1952284	1956765	1961247	1965729	1970210	1974692	1979174	1983656	1988137	1992619	1997359	2002098	2006838	2011577	2016317	2021057	2025796	2030536	2035275	2040015	2044833	2049651	2054469	2059287	2064104	2068922	2073740	2078558	2083376	2088194	2092975	2097755	2102536	2107316	2112097	2116878	2121658	2126439	2131219	2136000	2140694	2145389	2150083	2154777	2159472	2164166	2168860	2173554	2178249	2182943	2652060	3121176	3590293	4059409	4528526
Nicaragua	219387	219387	219387	219387	219387	219387	219387	219387	219387	219387	219387	220356	221325	222293	223262	224231	225200	226169	227137	228106	229075	232016	234957	237898	240839	243780	246720	249661	252602	255543	258484	262949	267414	271879	276344	280810	285275	289740	294205	298670	303135	307359	311583	315807	320031	324254	328478	332702	336926	341150	345374	348428	351481	354535	357589	360642	363696	366750	369804	372857	375911	378878	381845	384812	387779	390746	393714	396681	399648	402615	405582	409987	414392	418797	423202	427608	432013	436418	440823	445228	449633	455227	460821	466415	472009	477603	483197	488791	494385	499979	505573	512151	518729	525307	531885	538462	545040	551618	558196	564774	571352	580137	588921	597706	606491	615276	624060	632845	641630	650414	659199	669270	679342	689414	699485	709556	719628	729700	739771	749842	759914	765441	770969	776496	782023	787550	793078	798605	804132	809660	815187	832286	849385	866484	883583	900682	917782	934881	951980	969079	986178	1017060	1047941	1078822	1109704	1140586	1171467	1202348	1233230	1264112	1294993	1298668	1302342	1306017	1309692	1313366	1317041	1320716	1324391	1328065	1331740	1335718	1339697	1343676	1347654	1351632	1355611	1359590	1363568	1367546	1371525	1375800	1380075	1384350	1388625	1392900	1397176	1401451	1405726	1410001	1414276	1418833	1423391	1427948	1432506	1437063	1441620	1446178	1450735	1455293	1459850	1464667	1469484	1474301	1479118	1483935	1488752	1493569	1498386	1503203	1508020	1513065	1518111	1523156	1528201	1533246	1538292	1543337	1548382	1553428	1558473	2463185	3367897	4272608	5177320	6082032
Niger	1244861	1244861	1244861	1244861	1244861	1244861	1244861	1244861	1244861	1244861	1244861	1246603	1248345	1250087	1251829	1253570	1255312	1257054	1258796	1260538	1262280	1267308	1272335	1277363	1282391	1287418	1292446	1297474	1302502	1307529	1312557	1319625	1326693	1333761	1340829	1347897	1354965	1362033	1369101	1376169	1383237	1390686	1398134	1405583	1413031	1420480	1427929	1435377	1442826	1450274	1457723	1466293	1474863	1483433	1492003	1500573	1509143	1517713	1526283	1534853	1543423	1552493	1561564	1570634	1579705	1588775	1597845	1606916	1615986	1625057	1634127	1643696	1653266	1662836	1672405	1681974	1691544	1701114	1710683	1720252	1729822	1739945	1750067	1760190	1770312	1780435	1790558	1800680	1810803	1820925	1831048	1841796	1852544	1863293	1874041	1884789	1895537	1906285	1917034	1927782	1938530	1949882	1961234	1972587	1983939	1995291	2006643	2017995	2029348	2040700	2052052	2063756	2075459	2087163	2098867	2110570	2122274	2133978	2145682	2157385	2169089	2180769	2192450	2204130	2215810	2227490	2239171	2250851	2262531	2274212	2285892	2298201	2310511	2322820	2335129	2347438	2359748	2372057	2384366	2396676	2408985	2424057	2439129	2454200	2469272	2484344	2499416	2514488	2529559	2544631	2559703	2567491	2575279	2583067	2590855	2598642	2606430	2614218	2622006	2629794	2637582	2645528	2653475	2661422	2669368	2677314	2685261	2693208	2701154	2709100	2717047	2725086	2733125	2741163	2749202	2757241	2765280	2773319	2781357	2789396	2797435	2805531	2813627	2821723	2829819	2837915	2846011	2854107	2862203	2870299	2878395	2886545	2894695	2902845	2910995	2919146	2927296	2935446	2943596	2951746	2959896	2968130	2976363	2984596	2992830	3001064	3009297	3017530	3025764	3033998	3042231	6413609	9784987	13156364	16527742	19899120
Nigeria	12100855	12100855	12100855	12100855	12100855	12100855	12100855	12100855	12100855	12100855	12100855	12114601	12128348	12142094	12155841	12169587	12183333	12197080	12210826	12224573	12238319	12277820	12317321	12356822	12396323	12435824	12475326	12514827	12554328	12593829	12633330	12688479	12743629	12798778	12853927	12909076	12964226	13019375	13074524	13129674	13184823	13242380	13299936	13357493	13415050	13472606	13530163	13587720	13645277	13702833	13760390	13821765	13883140	13944516	14005891	14067266	14128641	14190016	14251392	14312767	14374142	14438253	14502365	14566476	14630588	14694699	14758810	14822922	14887033	14951145	15015256	15082044	15148833	15215621	15282409	15349198	15415986	15482774	15549562	15616351	15683139	15752877	15822614	15892352	15962090	16031828	16101565	16171303	16241041	16310778	16380516	16453572	16526628	16599684	16672740	16745796	16818852	16891908	16964964	17038020	17111076	17187258	17263441	17339623	17415805	17491988	17568170	17644352	17720534	17796717	17872899	17952023	18031147	18110271	18189395	18268518	18347642	18426766	18505890	18585014	18664138	18719774	18775410	18831046	18886682	18942318	18997955	19053591	19109227	19164863	19220499	19960950	20701402	21441853	22182304	22922756	23663207	24403658	25144109	25884561	26625012	27748485	28871959	29995432	31118905	32242378	33365852	34489325	35612798	36736272	37859745	37916903	37974061	38031218	38088376	38145534	38202692	38259850	38317007	38374165	38431323	38493174	38555025	38616875	38678726	38740577	38802428	38864279	38926129	38987980	39049831	39115628	39181424	39247220	39313017	39378814	39444610	39510406	39576203	39642000	39707796	39776994	39846191	39915388	39984586	40053784	40122981	40192178	40261376	40330574	40399771	40472027	40544283	40616540	40688796	40761052	40833308	40905564	40977821	41050077	41122333	41197518	41272704	41347889	41423074	41498260	41573445	41648630	41723815	41799001	41874186	69939741	98005296	126070852	154136407	182201962
Norway	868570	873553	878536	883518	888501	893484	898467	903450	908432	913415	918398	926149	933899	941650	949400	957151	964902	972652	980403	988153	995904	1007880	1019857	1031833	1043809	1055786	1067762	1079738	1091714	1103691	1115667	1129348	1143029	1156710	1170391	1184072	1197752	1211433	1225114	1238795	1252476	1267390	1282305	1297219	1312133	1327048	1341962	1356876	1371790	1386705	1401619	1419494	1437368	1455243	1473118	1490992	1508867	1526742	1544617	1562491	1580366	1597001	1613636	1630272	1646907	1663542	1680177	1696812	1713448	1730083	1746718	1760418	1774118	1787817	1801517	1815217	1828917	1842617	1856316	1870016	1883716	1895740	1907764	1919787	1931811	1943835	1955859	1967883	1979906	1991930	2003954	2025051	2046148	2067245	2088342	2109438	2130535	2151632	2172729	2193826	2214923	2231794	2248665	2265535	2282406	2299277	2316148	2333019	2349889	2366760	2383631	2408731	2433832	2458932	2484033	2509133	2534233	2559334	2584434	2609535	2634635	2651964	2669292	2686621	2703950	2721278	2738607	2755936	2773265	2790593	2807922	2824284	2840647	2857009	2873372	2889734	2906096	2922459	2938821	2955184	2971546	3000919	3030292	3059666	3089039	3118412	3147785	3177158	3206532	3235905	3265278	3268792	3272307	3275821	3279336	3282850	3286364	3289879	3293393	3296908	3300422	3303769	3307117	3310464	3313811	3317158	3320506	3323853	3327200	3330548	3333895	3337134	3340372	3343611	3346849	3350088	3353327	3356565	3359804	3363042	3366281	3369456	3372630	3375805	3378980	3382154	3385329	3388504	3391679	3394853	3398028	3401168	3404309	3407449	3410589	3413730	3416870	3420010	3423150	3426291	3429431	3432552	3435673	3438794	3441915	3445036	3448156	3451277	3454398	3457519	3460640	3810705	4160771	4510836	4860902	5210967
Oman	318000	318000	318000	318000	318000	318000	318000	318000	318000	318000	318000	318241	318482	318723	318964	319206	319447	319688	319929	320170	320411	321100	321788	322476	323165	323854	324542	325230	325919	326608	327296	328248	329199	330151	331102	332054	333006	333957	334909	335860	336812	337791	338771	339750	340730	341709	342688	343668	344647	345627	346606	347587	348567	349548	350529	351510	352490	353471	354452	355432	356413	357575	358738	359900	361063	362225	363387	364550	365712	366875	368037	369517	370997	372477	373957	375437	376917	378397	379877	381357	382837	384535	386233	387931	389629	391326	393024	394722	396420	398118	399816	401595	403374	405153	406932	408711	410490	412269	414048	415827	417606	419461	421315	423170	425024	426879	428734	430588	432443	434297	436152	436943	437734	438526	439317	440108	440899	441690	442482	443273	444064	444396	444729	445061	445393	445726	446058	446390	446722	447055	447387	447722	448057	448391	448726	449061	449396	449731	450065	450400	450735	451303	451872	452440	453008	453576	454145	454713	455281	455850	456418	457002	457586	458170	458754	459338	459921	460505	461089	461673	462257	462966	463676	464385	465094	465804	466513	467222	467931	468641	469350	470159	470967	471776	472585	473394	474202	475011	475820	476628	477437	478324	479212	480099	480986	481874	482761	483648	484535	485423	486310	487261	488213	489164	490116	491067	492018	492970	493921	494873	495824	496830	497837	498844	499850	500856	501863	502870	503876	504882	505889	1302819	2099750	2896680	3693611	4490541
Pakistan	13123633	13149837	13176041	13202245	13228449	13254652	13280856	13307060	13333264	13359468	13385672	13417101	13448530	13479959	13511388	13542817	13574246	13605675	13637104	13668533	13699962	13740972	13781981	13822991	13864001	13905010	13946020	13987030	14028040	14069049	14110059	14157220	14204380	14251541	14298702	14345862	14393023	14440184	14487345	14534505	14581666	14630403	14679140	14727877	14776614	14825351	14874088	14922825	14971562	15020299	15069036	15120808	15172580	15224353	15276125	15327897	15379669	15431441	15483214	15534986	15586758	15648048	15709338	15770628	15831918	15893208	15954498	16015788	16077078	16138368	16199658	16277451	16355244	16433036	16510829	16588622	16666415	16744208	16822000	16899793	16977586	17067137	17156689	17246240	17335792	17425343	17514894	17604446	17693997	17783549	17873100	17967712	18062324	18156935	18251547	18346159	18440771	18535383	18629994	18724606	18819218	18918633	19018048	19117462	19216877	19316292	19415707	19515122	19614536	19713951	19813366	19963798	20114229	20264661	20415093	20565524	20715956	20866388	21016820	21167251	21317683	21521786	21725888	21929990	22134093	22338196	22542298	22746400	22950503	23154606	23358708	23807604	24256501	24705397	25154293	25603190	26052086	26500982	26949878	27398775	27847671	28817142	29786613	30756084	31725555	32695026	33664496	34633967	35603438	36572909	37542380	37585750	37629119	37672488	37715858	37759228	37802597	37845966	37889336	37932706	37976075	38027002	38077928	38128855	38179781	38230708	38281635	38332561	38383488	38434414	38485341	38543394	38601447	38659500	38717553	38775606	38833659	38891712	38949765	39007818	39065871	39130691	39195512	39260332	39325152	39389972	39454793	39519613	39584433	39649254	39714074	39785374	39856674	39927973	39999273	40070573	40141873	40213173	40284472	40355772	40427072	40504638	40582203	40659769	40737335	40814900	40892466	40970032	41047598	41125163	41202729	70747158	100291587	129836016	159380445	188924874
Panama	78842	78842	78842	78842	78842	78842	78842	78842	78842	78842	78842	79237	79631	80026	80420	80815	81210	81604	81999	82393	82788	83997	85206	86415	87624	88834	90043	91252	92461	93670	94879	96742	98605	100468	102331	104194	106057	107920	109783	111646	113509	115554	117598	119643	121687	123732	125777	127821	129866	131910	133955	136023	138091	140160	142228	144296	146364	148432	150501	152569	154637	156836	159035	161234	163433	165632	167831	170030	172229	174428	176627	179128	181629	184130	186631	189132	191633	194134	196635	199136	201637	204496	207356	210216	213075	215934	218794	221654	224513	227372	230232	233856	237480	241104	244728	248352	251976	255600	259224	262848	266472	272441	278411	284380	290349	296318	302288	308257	314226	320196	326165	341543	356920	372298	387676	403054	418431	433809	449187	464564	479942	483542	487141	490741	494340	497940	501540	505139	508739	512338	515938	533436	550934	568432	585930	603428	620925	638423	655921	673419	690917	707791	724666	741540	758414	775288	792163	809037	825911	842786	859660	861829	863997	866166	868334	870503	872672	874840	877009	879177	881346	883650	885954	888258	890562	892866	895171	897475	899779	902083	904387	906820	909252	911685	914117	916550	918983	921415	923848	926280	928713	931269	933825	936381	938937	941492	944048	946604	949160	951716	954272	956948	959624	962300	964976	967652	970328	973004	975680	978356	981032	983827	986621	989416	992211	995006	997800	1000595	1003390	1006184	1008979	1593011	2177044	2761076	3345109	3929141
